SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PredictedChurnProb,PredictedChurn,PredictedChurnLabel,RevenueAtRisk,ActualChurn,CorrectPrediction,Contract,InternetService,PaymentMethod,ChurnRiskBucket,ChurnRiskOrder
0,1,0,20,1,0,0,0,0,0,1,1,1,89.0,1820.45,0.6616658887632458,1,Yes,58.89,1,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,19,1,0,0,0,0,0,0,0,1,19.95,373.5,0.02645350953094497,0,No,0.53,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,72,1,1,1,1,1,1,1,1,1,91.35,6697.2,0.008731044189872559,0,No,0.8,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,62,1,1,0,0,0,0,1,0,0,84.45,4959.15,0.3920204081161471,0,No,33.11,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,6,0,0,0,1,1,1,0,0,0,40.55,217.5,0.1250231226126686,0,No,5.07,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,1,1,0,1,0,0,0,0,0,1,48.55,48.55,0.6274500372864842,1,Yes,30.46,1,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,1,1,24,1,1,0,1,1,0,0,0,0,83.15,2033.05,0.22779976482810319,0,No,18.94,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,25,1,0,0,1,1,0,1,0,1,89.15,2257.75,0.5279161663905515,0,No,47.06,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,1,25,0,0,1,0,0,1,0,0,0,35.05,844.45,0.06037054158766271,0,No,2.12,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,13,1,1,1,0,0,0,0,1,1,65.85,902.25,0.43889483581080635,0,No,28.9,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,65,1,1,1,0,1,0,1,1,1,104.25,6812.95,0.4894899086950413,0,No,51.03,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,55,1,1,0,0,1,1,1,1,1,104.15,5743.05,0.5727142674766081,0,No,59.65,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,1,1,0,0,0,0,0,0,0,0,20.0,20.0,0.534241044412452,0,No,10.68,0,Correct,One Year,No,Electronic Check,Medium Risk,1
0,0,0,12,1,1,1,0,1,1,0,0,1,61.65,713.75,0.291448730669247,0,No,17.97,1,Wrong,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4732.35,0.020297038795942336,0,No,1.32,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,4,1,0,0,0,0,1,0,0,0,50.05,179.35,0.5274076454956433,0,No,26.4,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,1,6,1,1,0,0,0,0,0,0,0,26.35,184.05,0.20815110380562094,0,No,5.48,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,0,68,1,1,1,1,1,1,0,0,0,70.9,4911.35,0.05965879783043846,0,No,4.23,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,0.577891914812188,1,Yes,42.68,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,7,1,1,0,0,0,0,0,0,1,74.4,527.9,0.7985551139704556,1,Yes,59.41,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,1,0,66,1,1,0,1,1,0,1,1,1,105.2,6936.85,0.6896155988845446,1,Yes,72.55,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,55,1,1,1,0,0,0,1,0,1,89.8,4959.6,0.3739268099945766,0,No,33.58,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,2,1,0,0,0,0,0,0,0,0,44.95,85.15,0.7389931432437941,1,Yes,33.22,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,10,1,0,0,0,0,0,0,0,1,19.8,198.25,0.05420001011860416,0,No,1.07,0,Correct,One Year,No,Mailed Check,Low Risk,0
1,0,0,67,1,0,1,1,0,1,1,1,1,105.05,7171.7,0.14383534325778385,0,No,15.11,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,61,1,1,1,1,1,1,0,0,1,94.2,5895.45,0.20193348748554815,0,No,19.02,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,1,0,0,0,0,73.5,73.5,0.8047440346868728,1,Yes,59.15,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,15,1,0,0,0,0,0,1,0,0,56.15,931.9,0.26653199475392136,0,No,14.97,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,0,0,14,1,1,0,1,1,0,1,1,1,104.85,1531.4,0.8874439055814173,1,Yes,93.05,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,72,0,0,1,1,1,1,1,1,1,63.7,4464.8,0.015176671403761128,0,No,0.97,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,68,1,0,0,0,0,0,0,0,0,20.5,1424.9,0.013491916944984486,0,No,0.28,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,42,1,1,0,0,0,1,1,1,1,100.3,4222.95,0.7278080804632394,1,Yes,73.0,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,6,1,1,0,1,1,1,1,1,1,109.9,669.45,0.660927836181418,1,Yes,72.64,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,0.2798838225668941,0,No,22.47,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,1,4,0,0,1,1,1,0,1,1,1,57.2,223.75,0.37177910340821574,0,No,21.27,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,13,1,0,0,0,0,0,0,1,1,80.85,1008.7,0.7715383741648633,1,Yes,62.38,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,18,1,0,0,0,1,0,0,1,0,57.45,990.85,0.38210808007926345,0,No,21.95,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,0,19.8,19.8,0.5162722019175191,0,No,10.22,1,Wrong,One Year,No,Mailed Check,Medium Risk,1
0,1,1,72,1,1,0,0,0,0,0,0,0,25.0,1738.9,0.0018939643759218693,0,No,0.05,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,1,15,1,0,0,0,0,0,0,0,0,19.65,332.65,0.043593197240456974,0,No,0.86,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,1,33,1,0,0,0,0,0,0,0,1,20.15,682.15,0.030930121954974975,0,No,0.62,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,0,18,1,0,0,0,0,0,0,0,0,20.1,370.5,0.003414805362717565,0,No,0.07,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,0,35,0,0,1,0,1,0,1,1,0,53.15,1930.9,0.08971987150092829,0,No,4.77,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,58,1,0,0,1,1,1,1,0,0,70.1,4048.95,0.028200372074082432,0,No,1.98,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,23,1,1,0,1,1,0,0,0,0,84.25,1968.1,0.5347950541226756,0,No,45.06,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,4,1,0,0,0,0,0,1,0,0,77.85,299.2,0.8079974312445269,1,Yes,62.9,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,49,1,1,0,1,0,0,1,1,0,98.7,4920.55,0.516209920500787,0,No,50.95,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,25,1,0,0,0,0,0,0,0,0,19.9,505.45,0.05160947589122198,0,No,1.03,0,Correct,One Year,No,Electronic Check,Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,0,0,70.0,153.05,0.7700761242911888,1,Yes,53.91,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,35,1,0,1,1,1,0,0,0,0,60.55,1982.6,0.25005253701252544,0,No,15.14,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,54,1,0,0,0,0,0,0,0,0,20.1,1079.45,0.04218108248192633,0,No,0.85,0,Correct,Two Year,No,Mailed Check,Low Risk,0
1,1,0,72,1,1,0,1,0,0,1,1,1,97.25,7133.1,0.2901738372258739,0,No,28.22,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,24,1,0,0,0,0,0,0,0,0,20.15,456.85,0.01285835907757141,0,No,0.26,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,51,1,0,0,0,0,0,0,0,0,20.45,1042.65,0.008964657515540986,0,No,0.18,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,44,1,1,0,0,0,0,0,0,1,50.15,2139.1,0.16998281902111104,0,No,8.52,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,1,43,0,0,1,1,1,0,0,0,1,40.45,1912.85,0.2471416742561386,0,No,10.0,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,1,40,1,0,1,1,0,0,0,0,1,55.25,2139.2,0.10318104759600738,0,No,5.7,1,Wrong,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,0,1,1,0,1,0,1,0,0,0,0,55.7,55.7,0.504767075256268,0,No,28.12,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,15,1,1,0,0,0,0,0,0,1,49.0,749.25,0.5416761625525635,0,No,26.54,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,46,1,0,0,0,0,0,0,0,0,20.05,902.0,0.02530599327943027,0,No,0.51,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,24,1,0,0,0,0,0,0,0,0,19.75,483.15,0.0064600355825526175,0,No,0.13,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,0,49,0,0,0,1,0,1,1,1,1,56.3,2780.6,0.13918549316499812,0,No,7.84,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,1,1,55.45,55.45,0.7824091438133561,1,Yes,43.38,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,71,1,0,1,1,0,1,1,0,1,71.0,5012.1,0.07401844459820174,0,No,5.26,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,9,0,0,0,1,0,0,0,0,1,29.95,248.95,0.3937596681835888,0,No,11.79,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,56,1,0,0,1,0,0,0,0,1,73.85,4092.85,0.4701210651536568,0,No,34.72,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,53,1,0,0,0,0,0,0,0,0,19.65,978.0,0.11184165972095596,0,No,2.2,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,64,1,1,0,1,1,1,1,1,1,111.15,6953.4,0.5508523243997867,0,No,61.23,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,9,1,0,0,0,0,0,0,1,1,80.8,713.1,0.8300479431947572,1,Yes,67.07,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,232.1,0.12363469003941319,0,No,2.4,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,39,0,0,0,0,0,1,0,1,1,40.6,1494.5,0.2996407912367316,0,No,12.17,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,35,0,0,1,0,0,1,1,0,1,46.35,1662.05,0.022104257110153652,0,No,1.02,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0.2329265020989367,0,No,13.77,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,8,1,0,0,0,0,0,0,0,0,21.05,139.75,0.17357436893038145,0,No,3.65,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
1,0,0,5,1,0,0,0,0,0,0,0,0,20.05,94.15,0.2731433817877254,0,No,5.48,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,27,1,1,0,0,0,1,1,1,0,71.6,1957.1,0.12243896636365212,0,No,8.77,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,71,1,0,1,1,1,1,1,1,0,109.3,7782.85,0.039509958449962086,0,No,4.32,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,17,1,0,0,0,0,0,0,0,1,70.4,1214.05,0.5418307503745143,0,No,38.14,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,2,1,0,0,0,0,0,0,0,0,20.0,38.0,0.2646619202804221,0,No,5.29,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,7,1,0,0,0,0,0,0,0,0,19.25,112.3,0.19343948908863692,0,No,3.72,1,Wrong,One Year,No,Electronic Check,Low Risk,0
0,0,1,2,1,0,0,0,0,0,0,0,1,19.6,35.85,0.2787600866902509,0,No,5.46,1,Wrong,One Year,No,Electronic Check,Low Risk,0
0,0,0,11,1,0,0,0,1,1,0,0,0,53.8,651.55,0.23702481690089028,0,No,12.75,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,25,1,0,1,0,1,1,1,1,1,105.5,2686.05,0.5942143643806181,1,Yes,62.69,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,55,0,0,0,0,1,1,1,1,1,54.55,2978.3,0.11879771512637466,0,No,6.48,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,19,1,1,0,0,0,1,1,1,1,100.95,1875.55,0.5050072141521077,0,No,50.98,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,1,44.15,44.15,0.7474206567038679,1,Yes,33.0,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,3,1,0,0,0,0,0,0,0,1,43.3,123.65,0.760319202797892,1,Yes,32.92,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,62,1,1,1,1,0,1,0,1,0,102.0,6529.25,0.21557042613523375,0,No,21.99,1,Wrong,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0.49779402751953156,0,No,39.65,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,18,1,1,0,0,0,0,1,0,0,84.3,1537.9,0.5275370493126978,0,No,44.47,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,72,1,1,1,1,0,1,1,1,1,110.1,7746.7,0.09308462568480866,0,No,10.25,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,2,1,0,0,0,1,0,0,1,0,60.85,111.4,0.7230631642561655,1,Yes,44.0,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,39,1,1,0,1,1,0,1,1,1,105.65,4284.8,0.7522397928602541,1,Yes,79.47,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,33,1,1,0,0,0,0,0,1,0,86.15,2745.7,0.542884309425231,0,No,46.77,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,37,1,0,0,0,0,0,0,0,0,20.35,697.65,0.13468949910695335,0,No,2.74,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,38,1,1,0,1,1,0,1,0,1,94.65,3624.3,0.5657479101423205,0,No,53.55,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,15,1,0,0,0,0,0,0,0,0,19.8,304.6,0.0519963712825942,0,No,1.03,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,44,1,0,0,0,0,0,0,0,0,19.5,835.5,0.02723073984526457,0,No,0.53,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,9,1,0,0,0,0,1,0,0,1,75.85,647.5,0.6236654301541976,1,Yes,47.31,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,0.2865482845814378,0,No,13.98,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,72,1,1,0,1,1,1,1,1,1,88.6,6201.95,0.020551588873489353,0,No,1.82,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,37,1,0,0,0,0,0,0,0,0,20.15,785.75,0.03773705615088148,0,No,0.76,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,0.26260165923671414,0,No,26.5,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,0.5195254960071746,0,No,44.34,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,36,0,0,0,1,0,1,0,0,1,34.85,1267.2,0.27252094781951197,0,No,9.5,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,7,1,1,0,0,0,0,1,1,1,94.1,701.3,0.9178263459906097,1,Yes,86.37,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,63,1,1,0,1,0,0,1,1,0,99.9,6137.0,0.3328843618459594,0,No,33.26,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,47,1,0,0,0,0,0,0,0,0,20.05,951.55,0.015866580492006038,0,No,0.32,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,32,1,0,0,0,0,0,0,0,0,20.35,707.5,0.030394512469451164,0,No,0.62,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,0.635289548408928,1,Yes,47.2,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,35,1,0,0,0,0,0,0,0,0,70.55,2419.0,0.5822523697094638,1,Yes,41.08,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,1,0,0,0,0,0,0,1,25.0,25.0,0.37524995430180746,0,No,9.38,0,Correct,One Year,No,Mailed Check,Medium Risk,1
0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,0.0955457270069951,0,No,6.32,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,68,1,0,1,1,1,1,0,0,0,62.65,4375.8,0.038934862256187336,0,No,2.44,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,5,1,0,0,0,0,0,0,0,0,19.95,109.6,0.3394037385712593,0,No,6.77,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,0,14,1,0,0,0,0,0,0,0,0,44.6,641.25,0.26362034031870335,0,No,11.76,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,57,1,0,1,0,0,0,1,1,1,70.1,3913.3,0.10832843565258701,0,No,7.59,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,29,1,1,0,0,0,0,0,0,0,26.1,692.55,0.08026882596060664,0,No,2.1,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,22,1,1,0,0,0,0,0,0,0,25.25,566.5,0.05079298302688495,0,No,1.28,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.45,20.45,0.6329259912192468,1,Yes,12.94,0,Wrong,One Year,No,Mailed Check,Medium Risk,1
0,0,0,53,1,1,0,1,1,1,0,1,1,73.9,3958.25,0.012334179375309465,0,No,0.91,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,12,1,1,0,1,0,0,1,0,1,91.3,1094.5,0.87384289771592,1,Yes,79.78,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,2,1,0,0,0,0,0,0,1,1,80.2,181.1,0.8656082729724769,1,Yes,69.42,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,36,1,1,0,0,0,0,0,1,1,84.1,3021.6,0.7437882511992367,1,Yes,62.55,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,17,1,0,0,0,0,0,0,0,0,19.55,280.85,0.017975593209736507,0,No,0.35,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,35,1,1,0,0,0,0,1,0,0,83.15,2848.45,0.6060719097103223,1,Yes,50.39,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,0,0,1,0,0,0,0,1,75.7,75.7,0.923384084267455,1,Yes,69.9,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,0,19.95,19.95,0.5244770627779275,0,No,10.46,0,Correct,One Year,No,Mailed Check,Medium Risk,1
1,1,1,34,1,1,0,1,0,0,0,0,1,79.6,2718.3,0.44719466307678574,0,No,35.6,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,1,54,1,1,0,1,0,0,0,0,1,55.0,3092.65,0.18749650538637083,0,No,10.31,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,63,1,1,0,1,0,0,0,1,1,91.35,5764.7,0.27647167133475914,0,No,25.26,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,44.15,44.15,0.742238081140218,1,Yes,32.77,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,40,1,0,1,1,0,1,0,1,1,71.35,2847.2,0.10516651492103962,0,No,7.5,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,31,1,1,0,1,0,0,0,0,1,80.45,2429.1,0.6862126170984922,1,Yes,55.21,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,45,0,0,1,0,1,1,0,0,0,42.3,1840.75,0.04047920429109773,0,No,1.71,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,0.006312940656597998,0,No,0.58,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0.3780090718705593,0,No,7.64,0,Correct,One Year,No,Electronic Check,Medium Risk,1
0,0,0,19,1,0,0,1,0,0,0,0,1,73.85,1424.5,0.5830764719926471,1,Yes,43.06,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,71,1,1,1,1,1,1,1,1,1,116.25,8564.75,0.04910822287795668,0,No,5.71,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,4,1,0,0,0,0,0,1,0,1,80.35,307.4,0.8811255378102584,1,Yes,70.8,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,0.5413517059832694,0,No,46.01,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,3,1,1,0,0,0,0,1,1,1,94.85,335.75,0.9385276368377035,1,Yes,89.02,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,13,1,1,1,0,0,0,1,1,0,98.15,1230.25,0.6018587091625629,1,Yes,59.07,1,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0.41619837178111047,0,No,8.49,1,Wrong,One Year,No,Mailed Check,Medium Risk,1
0,1,0,58,1,1,0,1,0,1,0,0,1,59.9,3505.1,0.01816179162356875,0,No,1.09,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,69,1,0,0,0,0,0,0,0,1,19.3,1447.9,0.0015205543592302145,0,No,0.03,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,34,1,1,0,0,0,0,0,0,0,26.1,980.35,0.04936935666113744,0,No,1.29,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,1,19,1,0,0,0,0,0,0,0,0,20.6,414.95,0.06879503081946531,0,No,1.42,0,Correct,One Year,No,Mailed Check,Low Risk,0
1,0,0,68,1,1,0,1,1,0,0,1,1,95.9,6503.2,0.5603162900243429,0,No,53.73,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,52,1,1,0,0,0,0,0,0,1,25.05,1270.25,0.03506810862688198,0,No,0.88,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,1,10,1,0,0,0,1,1,0,0,0,55.2,528.35,0.31680802462209817,0,No,17.49,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,9,1,0,0,0,0,0,1,1,1,88.4,788.6,0.8206130925006612,1,Yes,72.54,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,1,1,1,0,0,0,0,0,0,1,49.95,49.95,0.7535756850812321,1,Yes,37.64,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,24,1,0,1,1,0,1,0,1,1,70.3,1706.45,0.13603166996997307,0,No,9.56,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,1,1,1,89.55,89.55,0.8849336612057396,1,Yes,79.25,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,16,1,1,0,0,0,0,1,0,1,84.75,1350.15,0.7973812284840791,1,Yes,67.58,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,56,1,1,1,1,1,1,0,0,0,95.65,5471.75,0.23164399715963493,0,No,22.16,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,17,1,1,0,0,1,0,1,1,1,100.45,1622.45,0.721574314047841,1,Yes,72.48,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,65,1,1,1,1,1,1,1,1,0,91.55,5963.95,0.015649489568979224,0,No,1.43,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,10,1,1,0,0,0,0,0,0,0,26.1,225.55,0.04236844777348045,0,No,1.11,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,32,1,1,1,1,0,1,1,1,1,108.15,3432.9,0.4398353274277136,0,No,47.57,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,63,1,1,1,1,1,0,1,1,0,108.25,6780.1,0.28469142444742335,0,No,30.82,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,50,1,1,0,0,0,0,1,1,1,95.7,4729.75,0.764220541341912,1,Yes,73.14,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
